OrderID,OrderDate,Region,CustomerType,Category,Product,Quantity,UnitPrice,Discount,Returned,GrossSales,DiscountAmount,NetSales,UnitCost,COGS,GrossProfit,OperatingExpenses,NetProfit
1019,2024-01-23,Central,Corporate,Furniture,Filing Cabinet,1.0,180.0,0.0,No,180.0,0.0,180.0,108.0,108.0,72.0,27.0,45.0
1020,2024-01-24,South,Consumer,Office Supplies,Scissors Set,4.0,7.5,0.0,No,30.0,0.0,30.0,4.5,18.0,12.0,4.5,7.5
1021,2024-01-25,East,Corporate,Technology,Wireless Mouse,3.0,25.5,0.0,No,76.5,0.0,76.5,15.299999999999999,45.9,30.6,11.475,19.125
1022,2024-01-26,West,Home Office,Office Supplies,Gel Pens 12-Pack,6.0,12.0,0.0,No,72.0,0.0,72.0,7.199999999999999,43.199999999999996,28.800000000000004,10.799999999999999,18.000000000000007
1023,2024-01-27,Central,Consumer,Furniture,Ergonomic Chair,2.0,250.0,0.1,Yes,500.0,50.0,450.0,150.0,300.0,150.0,67.5,82.5
1024,2024-01-28,South,Corporate,Technology,Bluetooth Speaker,1.0,45.0,0.0,No,45.0,0.0,45.0,27.0,27.0,18.0,6.75,11.25
1025,2024-01-29,East,Consumer,Office Supplies,Mechanical Pencil Set,8.0,8.0,0.0,No,64.0,0.0,64.0,4.8,38.4,25.6,9.6,16.0
1027,2024-01-31,Central,Corporate,Furniture,Standing Desk,1.0,450.0,0.05,No,450.0,22.5,427.5,270.0,270.0,157.5,64.125,93.375
1028,2024-01-02,South,Consumer,Office Supplies,Notebook Binder,5.0,5.5,0.0,No,27.5,0.0,27.5,3.3,16.5,11.0,4.125,6.875
1029,2024-02-02,East,Home Office,Technology,Usb-C Hub,4.0,35.0,0.0,No,140.0,0.0,140.0,21.0,84.0,56.0,21.0,35.0
1030,2024-03-02,West,Corporate,Furniture,Desk Lamp,3.0,28.0,0.0,No,84.0,0.0,84.0,16.8,50.400000000000006,33.599999999999994,12.6,20.999999999999993
1031,2024-04-02,Central,Consumer,Office Supplies,Paper Ream A4,2.0,6.5,0.1,No,13.0,1.3,11.7,3.9,7.8,3.8999999999999995,1.755,2.1449999999999996
1032,2024-05-02,South,Corporate,Technology,Webcam 1080P,1.0,60.0,0.0,No,60.0,0.0,60.0,36.0,36.0,24.0,9.0,15.0
1033,2024-06-02,East,Consumer,Furniture,Bookshelf 4-Tier,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1034,2024-07-02,West,Home Office,Office Supplies,Stapler Heavy Duty,2.0,18.5,0.0,No,37.0,0.0,37.0,11.1,22.2,14.8,5.55,9.25
1035,2024-08-02,Central,Corporate,Technology,Noise-Cancel Headphones,2.0,199.99,0.1,No,399.98,39.998000000000005,359.982,119.994,239.988,119.99400000000003,53.9973,65.99670000000003
1036,2024-09-02,South,Consumer,Furniture,Ergonomic Chair,1.0,250.0,0.0,Yes,250.0,0.0,250.0,150.0,150.0,100.0,37.5,62.5
1037,2024-10-02,East,Home Office,Office Supplies,Sticky Notes Pack,2.0,3.2,0.0,No,6.4,0.0,6.4,1.92,3.84,2.5600000000000005,0.96,1.6000000000000005
1038,2024-11-02,West,Corporate,Technology,External Ssd 1Tb,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1039,2024-12-02,Central,Consumer,Furniture,Filing Cabinet,2.0,180.0,0.05,No,360.0,18.0,342.0,108.0,216.0,126.0,51.3,74.7
1040,2024-02-13,South,Home Office,Office Supplies,Scissors Set,3.0,7.5,0.0,No,22.5,0.0,22.5,4.5,13.5,9.0,3.375,5.625
1041,2024-02-14,East,Consumer,Technology,Wireless Mouse,2.0,25.5,0.0,No,51.0,0.0,51.0,15.299999999999999,30.599999999999998,20.400000000000002,7.6499999999999995,12.750000000000004
1042,2024-02-15,West,Corporate,Office Supplies,Gel Pens 12-Pack,10.0,12.0,0.1,No,120.0,12.0,108.0,7.199999999999999,72.0,36.0,16.2,19.8
1044,2024-02-17,South,Consumer,Technology,4K Monitor,1.0,320.0,0.0,No,320.0,0.0,320.0,192.0,192.0,128.0,48.0,80.0
1045,2024-02-18,East,Corporate,Office Supplies,Paper Ream A4,2.0,6.5,0.0,No,13.0,0.0,13.0,3.9,7.8,5.2,1.95,3.25
1046,2024-02-19,West,Consumer,Technology,Bluetooth Speaker,3.0,45.0,0.0,No,135.0,0.0,135.0,27.0,81.0,54.0,20.25,33.75
1047,2024-02-20,Central,Home Office,Furniture,Desk Lamp,4.0,28.0,0.05,No,112.0,5.6000000000000005,106.4,16.8,67.2,39.2,15.96,23.240000000000002
1048,2024-02-21,South,Corporate,Office Supplies,Notebook Binder,6.0,5.5,0.0,No,33.0,0.0,33.0,3.3,19.799999999999997,13.200000000000003,4.95,8.250000000000004
1049,2024-02-22,East,Consumer,Technology,Usb-C Hub,2.0,35.0,0.0,No,70.0,0.0,70.0,21.0,42.0,28.0,10.5,17.5
1050,2024-02-23,West,Home Office,Furniture,Standing Desk,1.0,450.0,0.1,Yes,450.0,45.0,405.0,270.0,270.0,135.0,60.75,74.25
1051,2024-02-24,Central,Corporate,Office Supplies,Mechanical Pencil Set,5.0,8.0,0.0,No,40.0,0.0,40.0,4.8,24.0,16.0,6.0,10.0
1052,2024-02-25,South,Consumer,Technology,Noise-Cancel Headphones,1.0,199.99,0.0,No,199.99,0.0,199.99,119.994,119.994,79.99600000000001,29.9985,49.99750000000001
1053,2024-02-26,East,Home Office,Furniture,Bookshelf 4-Tier,2.0,110.0,0.05,No,220.0,11.0,209.0,66.0,132.0,77.0,31.349999999999998,45.650000000000006
1054,2024-02-27,West,Corporate,Office Supplies,Stapler Heavy Duty,3.0,18.5,0.0,No,55.5,0.0,55.5,11.1,33.3,22.200000000000003,8.325,13.875000000000004
1055,2024-02-28,Central,Consumer,Technology,External Ssd 1Tb,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1056,2024-02-29,South,Home Office,Furniture,Ergonomic Chair,1.0,250.0,0.0,No,250.0,0.0,250.0,150.0,150.0,100.0,37.5,62.5
1057,2024-01-03,East,Corporate,Office Supplies,Sticky Notes Pack,2.0,3.2,0.1,No,6.4,0.6400000000000001,5.76,1.92,3.84,1.92,0.864,1.056
1058,2024-02-03,West,Consumer,Technology,Webcam 1080P,2.0,60.0,0.0,No,120.0,0.0,120.0,36.0,72.0,48.0,18.0,30.0
1059,2024-03-03,Central,Home Office,Furniture,Filing Cabinet,1.0,180.0,0.0,No,180.0,0.0,180.0,108.0,108.0,72.0,27.0,45.0
1061,2024-05-03,East,Consumer,Technology,4K Monitor,1.0,320.0,0.05,No,320.0,16.0,304.0,192.0,192.0,112.0,45.6,66.4
1062,2024-06-03,West,Home Office,Furniture,Desk Lamp,2.0,28.0,0.0,No,56.0,0.0,56.0,16.8,33.6,22.4,8.4,13.999999999999998
1063,2024-07-03,Central,Corporate,Office Supplies,Gel Pens 12-Pack,8.0,12.0,0.0,Yes,96.0,0.0,96.0,7.199999999999999,57.599999999999994,38.400000000000006,14.399999999999999,24.000000000000007
1064,2024-08-03,South,Consumer,Technology,Wireless Mouse,5.0,25.5,0.0,No,127.5,0.0,127.5,15.299999999999999,76.5,51.0,19.125,31.875
1066,2024-10-03,West,Corporate,Office Supplies,Scissors Set,6.0,7.5,0.0,No,45.0,0.0,45.0,4.5,27.0,18.0,6.75,11.25
1067,2024-11-03,Central,Consumer,Technology,Bluetooth Speaker,2.0,45.0,0.0,No,90.0,0.0,90.0,27.0,54.0,36.0,13.5,22.5
1068,2024-12-03,South,Home Office,Furniture,Standing Desk,1.0,450.0,0.0,No,450.0,0.0,450.0,270.0,270.0,180.0,67.5,112.5
1069,2024-03-13,East,Corporate,Office Supplies,Notebook Binder,10.0,5.5,0.05,No,55.0,2.75,52.25,3.3,33.0,19.25,7.8374999999999995,11.412500000000001
1070,2024-03-14,West,Consumer,Technology,Usb-C Hub,3.0,35.0,0.0,No,105.0,0.0,105.0,21.0,63.0,42.0,15.75,26.25
1071,2024-03-15,Central,Home Office,Furniture,Ergonomic Chair,1.0,250.0,0.0,No,250.0,0.0,250.0,150.0,150.0,100.0,37.5,62.5
1072,2024-03-16,South,Corporate,Office Supplies,Mechanical Pencil Set,7.0,8.0,0.0,No,56.0,0.0,56.0,4.8,33.6,22.4,8.4,13.999999999999998
1073,2024-03-17,East,Consumer,Technology,Noise-Cancel Headphones,1.0,199.99,0.05,No,199.99,9.999500000000001,189.9905,119.994,119.994,69.9965,28.498575,41.497924999999995
1074,2024-03-18,West,Home Office,Furniture,Bookshelf 4-Tier,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1075,2024-03-19,Central,Corporate,Office Supplies,Paper Ream A4,2.0,6.5,0.1,No,13.0,1.3,11.7,3.9,7.8,3.8999999999999995,1.755,2.1449999999999996
1076,2024-03-20,South,Consumer,Technology,External Ssd 1Tb,2.0,110.0,0.0,Yes,220.0,0.0,220.0,66.0,132.0,88.0,33.0,55.0
1077,2024-03-21,East,Home Office,Furniture,Filing Cabinet,1.0,180.0,0.0,No,180.0,0.0,180.0,108.0,108.0,72.0,27.0,45.0
1078,2024-03-22,West,Corporate,Office Supplies,Gel Pens 12-Pack,4.0,12.0,0.0,No,48.0,0.0,48.0,7.199999999999999,28.799999999999997,19.200000000000003,7.199999999999999,12.000000000000004
1079,2024-03-23,Central,Consumer,Technology,Webcam 1080P,3.0,60.0,0.05,No,180.0,9.0,171.0,36.0,108.0,63.0,25.65,37.35
1080,2024-03-24,South,Home Office,Furniture,Desk Lamp,1.0,28.0,0.0,No,28.0,0.0,28.0,16.8,16.8,11.2,4.2,6.999999999999999
1081,2024-03-25,East,Corporate,Office Supplies,Stapler Heavy Duty,2.0,18.5,0.0,No,37.0,0.0,37.0,11.1,22.2,14.8,5.55,9.25
1082,2024-03-26,West,Consumer,Technology,4K Monitor,1.0,320.0,0.1,No,320.0,32.0,288.0,192.0,192.0,96.0,43.199999999999996,52.800000000000004
1083,2024-03-27,Central,Home Office,Furniture,Standing Desk,1.0,450.0,0.05,No,450.0,22.5,427.5,270.0,270.0,157.5,64.125,93.375
1084,2024-03-28,South,Corporate,Office Supplies,Sticky Notes Pack,10.0,3.2,0.0,No,32.0,0.0,32.0,1.92,19.2,12.8,4.8,8.0
1085,2024-03-29,East,Consumer,Technology,Wireless Mouse,4.0,25.5,0.0,No,102.0,0.0,102.0,15.299999999999999,61.199999999999996,40.800000000000004,15.299999999999999,25.500000000000007
1086,2024-03-30,West,Home Office,Furniture,Ergonomic Chair,1.0,250.0,0.0,No,250.0,0.0,250.0,150.0,150.0,100.0,37.5,62.5
1087,2024-03-31,Central,Corporate,Office Supplies,Scissors Set,5.0,7.5,0.0,No,37.5,0.0,37.5,4.5,22.5,15.0,5.625,9.375
1088,2024-01-04,South,Consumer,Technology,Bluetooth Speaker,2.0,45.0,0.0,No,90.0,0.0,90.0,27.0,54.0,36.0,13.5,22.5
1090,2024-03-04,West,Corporate,Office Supplies,Notebook Binder,8.0,5.5,0.0,No,44.0,0.0,44.0,3.3,26.4,17.6,6.6,11.000000000000002
1091,2024-04-04,Central,Consumer,Technology,Usb-C Hub,2.0,35.0,0.0,No,70.0,0.0,70.0,21.0,42.0,28.0,10.5,17.5
1092,2024-05-04,South,Home Office,Furniture,Bookshelf 4-Tier,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1093,2024-06-04,East,Corporate,Office Supplies,Paper Ream A4,2.0,6.5,0.05,No,13.0,0.65,12.35,3.9,7.8,4.55,1.8524999999999998,2.6975
1094,2024-07-04,West,Consumer,Technology,Noise-Cancel Headphones,1.0,199.99,0.0,No,199.99,0.0,199.99,119.994,119.994,79.99600000000001,29.9985,49.99750000000001
1095,2024-08-04,Central,Home Office,Furniture,Desk Lamp,3.0,28.0,0.0,No,84.0,0.0,84.0,16.8,50.400000000000006,33.599999999999994,12.6,20.999999999999993
1096,2024-09-04,South,Corporate,Office Supplies,Mechanical Pencil Set,6.0,8.0,0.0,No,48.0,0.0,48.0,4.8,28.799999999999997,19.200000000000003,7.199999999999999,12.000000000000004
1097,2024-10-04,East,Consumer,Technology,External Ssd 1Tb,1.0,110.0,0.0,No,110.0,0.0,110.0,66.0,66.0,44.0,16.5,27.5
1098,2024-11-04,West,Home Office,Furniture,Filing Cabinet,2.0,180.0,0.05,No,360.0,18.0,342.0,108.0,216.0,126.0,51.3,74.7
1099,2024-12-04,Central,Corporate,Office Supplies,Gel Pens 12-Pack,5.0,12.0,0.0,No,60.0,0.0,60.0,7.199999999999999,36.0,24.0,9.0,15.0
1100,2024-04-13,South,Consumer,Technology,Webcam 1080P,1.0,60.0,0.0,No,60.0,0.0,60.0,36.0,36.0,24.0,9.0,15.0
1106,2024-04-19,East,Corporate,Technology,Wireless Mouse,4.0,25.5,0.0,No,102.0,0.0,102.0,15.299999999999999,61.199999999999996,40.800000000000004,15.299999999999999,25.500000000000007
1107,2024-04-20,West,Consumer,Office Supplies,Paper Ream A4,5.0,6.5,0.1,No,32.5,3.25,29.25,3.9,19.5,9.75,4.3875,5.3625
1108,2024-04-21,Central,Home Office,Furniture,Ergonomic Chair,1.0,250.0,0.05,Yes,250.0,12.5,237.5,150.0,150.0,87.5,35.625,51.875
1109,2024-04-22,South,Consumer,Technology,Bluetooth Speaker,2.0,45.0,0.0,No,90.0,0.0,90.0,27.0,54.0,36.0,13.5,22.5
1111,2024-04-24,West,Consumer,Technology,4K Monitor,1.0,320.0,0.0,No,320.0,0.0,320.0,192.0,192.0,128.0,48.0,80.0
1112,2024-04-25,Central,Corporate,Furniture,Desk Lamp,2.0,28.0,0.0,No,56.0,0.0,56.0,16.8,33.6,22.4,8.4,13.999999999999998
1113,2024-04-26,South,Home Office,Office Supplies,Stapler Heavy Duty,1.0,18.5,0.0,No,18.5,0.0,18.5,11.1,11.1,7.4,2.775,4.625
1116,2024-04-29,Central,Home Office,Technology,External Ssd 1Tb,2.0,993.5653508771929,0.0,No,1987.1307017543859,0.0,1987.1307017543859,596.1392105263158,1192.2784210526315,794.8522807017544,298.0696052631579,496.78267543859647
1117,2024-04-30,South,Consumer,Office Supplies,Scissors Set,3.0,7.5,0.025,No,22.5,0.5625,21.9375,4.5,13.5,8.4375,3.290625,5.146875
1118,2024-01-05,East,Corporate,Technology,Wireless Mouse,4.0,25.5,0.0,No,102.0,0.0,102.0,15.299999999999999,61.199999999999996,40.800000000000004,15.299999999999999,25.500000000000007
1119,2024-02-05,West,Consumer,Office Supplies,Gel Pens 12-Pack,10.0,12.0,0.1,No,120.0,12.0,108.0,7.199999999999999,72.0,36.0,16.2,19.8
1120,2024-03-05,Central,Home Office,Furniture,Ergonomic Chair,1.0,250.0,0.05,Yes,250.0,12.5,237.5,150.0,150.0,87.5,35.625,51.875
1121,2024-04-05,South,Corporate,Technology,Usb-C Hub,3.0,35.0,0.0,No,105.0,0.0,105.0,21.0,63.0,42.0,15.75,26.25
1122,2024-05-05,East,Consumer,Office Supplies,Sticky Notes Pack,2.0,3.2,0.0,No,6.4,0.0,6.4,1.92,3.84,2.5600000000000005,0.96,1.6000000000000005
